product_name,data_id,itemid,pre_test_info,report_delivery,home_collection_available,price,sample_type,general_faq
Anemia Profile (ggh),anemia-profile-ggh,1188,Speak to our customer care,Speak to our customer care,Home Collection Available,2700.0,Speak to our customer care,"IRON STUDIES (IRON + TIBC)
 % OF SATURATION
IRON
TOTAL IRON BINDING CAPACITY ( TIBC)
TRANSFERRIN

TRANSFERRIN
 TRANSFERRIN

FERRITIN
 FERRITIN

FOLIC ACID, SERUM
 FOLIC ACID / FOLATE - SERUM"
Surgical Profile (ggh),surgical-profile-ggh,1189,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,2200.0,Blood,"CREATININE, SERUM
 CREATININE

UREA - SERUM
 UREA

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

HIV RAPID
 HIV RAPID

HCV Tri Dot
 HCV Tri Dot

GLUCOSE, RANDOM
 GLUCOSE
 RANDOM

BLEEDING TIME (BT) AND CLOTTING TIME (CT)
 Bleeding Time
Clotting Time"
Neonatal Screening (ggh),neonatal-screening-ggh,1190,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,650.0,Blood,"NEONATAL BILIRUBIN
 BILIRUBIN CONJUGATED (DIRECT).
BILIRUBIN UNCONJUGATED (INDIRECT)
NEONATAL BILIRUBIN

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

CALCIUM, SERUM
 CALCIUM

PHOSPHORUS, INORGANIC - SERUM
 PHOSPHORUS
 INORGANIC"
"Surgical Package Hiv, Hbsag, Hcv",surgical-package-hiv-hbsag-hcv,1193,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,1200.0,Blood,"HIV RAPID
 HIV RAPID

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

HCV Tri Dot
 HCV Tri Dot"
Og Pack Ia Ssh-coimb,og-pack-ia-sshcoimb,1200,Speak to our customer care,Speak to our customer care,Home Collection Available,800.0,Speak to our customer care,"GLUCOSE, RANDOM
 GLUCOSE
 RANDOM

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN"
Og Pack I B Ssh-coimb,og-pack-i-b-sshcoimb,1201,Speak to our customer care,Speak to our customer care,Home Collection Available,1350.0,Speak to our customer care,"HIV RAPID
 HIV RAPID

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

(VDRL) RPR QUALITATIVE- SERUM
 (VDRL) RPR QUALITATIVE
TITER

HCV Tri Dot
 HCV Tri Dot"
Og Pack Ii Ssh-coimb,og-pack-ii-sshcoimb,1202,Speak to our customer care,Speak to our customer care,Home Collection Available,400.0,Speak to our customer care,"HEMOGLOBIN
 HAEMOGLOBIN

PCV
 PCV

GLUCOSE CHALLENGE TEST GCT 50GM
 GLUCOSE CHALLENGE TEST GCT 50gm"
Og Pack Iii  Ssh-coimb,og-pack-iii-sshcoimb,1203,Speak to our customer care,Speak to our customer care,Home Collection Available,1250.0,Speak to our customer care,"HEMOGLOBIN
 HAEMOGLOBIN

PCV
 PCV

HIV RAPID
 HIV RAPID

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

GLUCOSE CHALLENGE TEST GCT 50GM
 GLUCOSE CHALLENGE TEST GCT 50gm"
Fever Profile Ssh-coimb,fever-profile-sshcoimb,1204,Speak to our customer care,Speak to our customer care,Home Collection Available,1150.0,Speak to our customer care,"WIDAL TEST ( SLIDE METHOD )
 S.PARATYPHI A `H`
S.PARATYPHI B `H`
SALMONELLA TYPHI `H`
SALMONELLA TYPHI `O`
WIDAL TEST (SLIDE METHOD)

MALARIAL ANTIGEN ( VIVAX AND FALCIPARUM)
 MALARIA FALCIPARUM ANTIGEN
MALARIA VIVAX ANTIGEN"
Health Check Up (women) Ssh-coimb,health-check-up-women-sshcoimb,1205,Speak to our customer care,Speak to our customer care,Home Collection Available,1550.0,Speak to our customer care,"HEMOGLOBIN
 HAEMOGLOBIN

PCV
 PCV

GLUCOSE, RANDOM
 GLUCOSE
 RANDOM

CHOLESTEROL - SERUM
 TOTAL CHOLESTEROL

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)"
Aplas Ssh-coimb,aplas-sshcoimb,1206,Speak to our customer care,Speak to our customer care,Home Collection Available,3350.0,Speak to our customer care,"ANTI CARDIOLIPIN Ab IgG
 ANTI CARDIOLIPIN ANTIBODY IgG

ANTI CARDIOLIPIN Ab IgM
 ANTI CARDIOLIPIN ANTIBODY IgM

ANTI PHOSPHOLIPID ANTIBODY IgG
 ANTI PHOSPHOLIPID ANTIBODY IgG

ANTI PHOSPHOLIPID ANTIBODY IgM
 ANTI PHOSPHOLIPID ANTIBODY IgM

LUPUS ANTICOAGULANT BY DRVVT
 DRVV CONFIRM (CONTROL)
DRVV CONFIRM (TEST)
DRVV CONFIRM TIME
DRVV SCREEN (TEST)
DRVV SCREEN TIME
DRVV SCREEN/DRVV CONFIRM RATIO
DRVV SREEN (CONTROL)
LUPUS ANTICOAGULANT
MIXING STUDIES
PTT (CONTROL)
PTT (TEST)
PTT (TEST+CONTROL 1:1)"
Pih Profile Ssh-coimb,pih-profile-sshcoimb,1207,Speak to our customer care,Speak to our customer care,Home Collection Available,2350.0,Speak to our customer care,"BLEEDING TIME (BT) AND CLOTTING TIME (CT)
 Bleeding Time
Clotting Time

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

URIC ACID - SERUM
 URIC ACID

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

URINE ALBUMIN/PROTEIN - QUALITATIVE- SPOT URINE
 URINE ALBUMIN/PROTEIN - QUALITATIVE- SPOT URINE"
Hormone Assay Ssh-coimb (female),hormone-assay-sshcoimb-female,1208,Speak to our customer care,Speak to our customer care,Home Collection Available,1450.0,Speak to our customer care,"FSH,LH & PROLACTIN, SERUM
 FOLLICLE STIMULATING HORMONE (FSH)
LH:LUTEINIZING HORMONE
PROLACTIN

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)"
Hormone Assay Ssh-coimb (male),hormone-assay-sshcoimb-male,1209,Speak to our customer care,Speak to our customer care,Home Collection Available,2300.0,Speak to our customer care,"THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)

FSH,LH & PROLACTIN, SERUM
 FOLLICLE STIMULATING HORMONE (FSH)
LH:LUTEINIZING HORMONE
PROLACTIN

TESTOSTERONE, TOTAL
 TESTOSTERONE
 TOTAL"
Amh Pack Ssh-coimb,amh-pack-sshcoimb,1210,Speak to our customer care,Speak to our customer care,Home Collection Available,2950.0,Speak to our customer care,"ANTI MULLERIAN HORMONE (AMH)
 ANTI MULLERIAN HORMONE

FSH,LH & PROLACTIN, SERUM
 FOLLICLE STIMULATING HORMONE (FSH)
LH:LUTEINIZING HORMONE
PROLACTIN

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)"
Mhc (siva) Ssh-coimb,mhc-siva-sshcoimb,1211,Speak to our customer care,Speak to our customer care,Home Collection Available,2150.0,Speak to our customer care,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

URIC ACID - SERUM
 URIC ACID

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL"
Surgi Pack Ssh-coimb,surgi-pack-sshcoimb,1212,Speak to our customer care,Speak to our customer care,Home Collection Available,2400.0,Speak to our customer care,"GLUCOSE, RANDOM
 GLUCOSE
 RANDOM

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

BLEEDING TIME (BT) AND CLOTTING TIME (CT)
 Bleeding Time
Clotting Time

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

HIV RAPID
 HIV RAPID

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

(VDRL) RPR QUALITATIVE- SERUM
 (VDRL) RPR QUALITATIVE
TITER

HCV Tri Dot
 HCV Tri Dot"
Ivf Hormone Assay Ssh-coimb,ivf-hormone-assay-sshcoimb,1213,Speak to our customer care,Speak to our customer care,Home Collection Available,4100.0,Speak to our customer care,"ACTIVATED PARTIAL THROMBOPLASTIN TIME (APTT)
 ACTIVATED PARTIAL THROMBOPLASTIN TIME (APTT)
APTT - CONTROL RESULT

THYROID PEROXIDASE ANTIBODIES (ANTI MICROSOMAL ANTIBODIES)
 THYROID PEROXIDASE (TPO) / MICROSOMAL ANTIBODY

ESTRADIOL (E2)
 ESTRADIOL (E2)

PROGESTERONE
 PROGESTERONE

ANTI THYROGLOBULIN ANTIBODY
 ANTI THYROGLOBULIN ANTIBODY

DEHYDROEPIANDROSTERONE SULPHATE - (DHEAS)
 DEHYDROEPIANDROSTERONE SULPHATE - (DHEAS)"
Hepatitis Risk Panel Ssh-coimb,hepatitis-risk-panel-sshcoimb,1214,Speak to our customer care,Speak to our customer care,Home Collection Available,2650.0,Speak to our customer care,"HBe ANTIGEN ( Hbe Ag)
 HBe ANTIGEN ( Hbe Ag)

HBC TOTAL ANTIBODY
 Hepatitis B Core Total

HEPATITIS B SURFACE ANTIBODY (Anti-HBs)
 HEPATITIS B SURFACE ANTIBODY (ANTI-HBS)

HEPATITIS B E ANTIBODY (ANTI HB E)
 HEPATITIS B E ANTIBODY (ANTI HB E)"
Torch 4 Profile (igm),torch-4-profile-igm,1224,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,2000.0,Blood,"TOXOPLASMA IGM ANTIBODIES
 TOXOPLASMA IGM ANTIBODIES

RUBELLA IGM ANTIBODIES
 RUBELLA IgM ANTIBODIES

CMV IGM
 CYTOMEGALOVIRUS (CMV) IgM

HERPES SIMPLEX VIRUS 1+2 IGM AB SERUM
 HERPES SIMPLEX VIRUS 1 & 2 lgM"
Torch 4 Profile(igg),torch-4-profileigg,1225,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,2000.0,Blood,"TOXOPLASMA IgG ANTIBODIES
 TOXOPLASMA IgG ANTIBODIES

RUBELLA IgG ANTIBODIES
 RUBELLA IgG ANTIBODIES

CMV IGG
 CYTOMEGALOVIRUS (CMV) IgG

HERPES SIMPLEX VIRUS 1+2 IGG AB SERUM
 HERPES SIMPLEX VIRUS 1 & 2 lgG"
Ocimum Health Care - Male,ocimum-health-care-male,1227,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,1000.0,Blood,"TRIGLYCERIDES - SERUM
 TRIGLYCERIDES

CREATININE, SERUM
 CREATININE

CHOLESTEROL - SERUM
 TOTAL CHOLESTEROL

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

GLUCOSE, FASTING
 GLUCOSE
 FASTING"
Master Health Checkup - Rmrh,master-health-checkup-rmrh,1229,Speak to our customer care,Speak to our customer care,Home Collection Available,2100.0,Speak to our customer care,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

BILIRUBIN, TOTAL - SERUM
 BILIRUBIN
 TOTAL

HBSAG / AUSTRALIA ANTIGEN
 HBsAg

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE"
Viral Markers - Rapid,viral-markers-rapid,1233,Speak to our customer care,Speak to our customer care,Home Collection Available,1500.0,Speak to our customer care,"HIV RAPID
 HIV RAPID

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

HCV Tri Dot
 HCV Tri Dot"
Diabetic Master Health Checkup - Rmrh,diabetic-master-health-checkup-rmrh,1234,Speak to our customer care,Speak to our customer care,Home Collection Available,2050.0,Speak to our customer care,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

BILIRUBIN, TOTAL - SERUM
 BILIRUBIN
 TOTAL

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE"
Rmrh Dialysis Package-01 (cm Scheme Package),rmrh-dialysis-package01-cm-scheme-package,1235,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,2800.0,Blood,"HEMOGLOBIN
 HAEMOGLOBIN

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

SODIUM - SERUM
 SODIUM

POTASSIUM - SERUM / PLASMA
 POTASSIUM

CHLORIDE - SERUM
 CHLORIDE

BICARBONATE (HCO3)
 BICARBONATE (HCO3)

ASPARTATE AMINOTRANSFERASE (AST/SGOT), SERUM
 ASPARTATE AMINOTRANSFERASE (AST/SGOT)

ALANINE AMINOTRANSFERASE (ALT/SGPT), SERUM
 ALANINE AMINOTRANSFERASE (ALT/SGPT)

HIV RAPID
 HIV RAPID

HCV Tri Dot
 HCV Tri Dot

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)"
Rmrh Dialysis Package-02 (govt Employee Public Pensioners Scheme),rmrh-dialysis-package02-govt-employee-public-pensioners-scheme,1236,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,1600.0,Blood,"HEMOGLOBIN
 HAEMOGLOBIN

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

SODIUM - SERUM
 SODIUM

POTASSIUM - SERUM / PLASMA
 POTASSIUM

CHLORIDE - SERUM
 CHLORIDE

BICARBONATE (HCO3)
 BICARBONATE (HCO3)

ASPARTATE AMINOTRANSFERASE (AST/SGOT), SERUM
 ASPARTATE AMINOTRANSFERASE (AST/SGOT)

ALANINE AMINOTRANSFERASE (ALT/SGPT), SERUM
 ALANINE AMINOTRANSFERASE (ALT/SGPT)"
Rmrh Dialysis Package -03 (post Dialysis),rmrh-dialysis-package-03-post-dialysis,1237,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,350.0,Blood,"UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE"
Hb Pcv,hb-pcv,1239,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,250.0,Blood,"HEMOGLOBIN
 HAEMOGLOBIN

PCV
 PCV"
Growrh Hormone Suppression Test,growrh-hormone-suppression-test,1240,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,2810.0,Blood,"GROWTH HORMONE SUPPRESSION TEST, BASAL
 GROWTH HORMONE SUPPRESSION TEST
 BASAL

GROWTH HORMONE SUPPRESSION TEST, 60 MINUTES
 GROWTH HORMONE SUPPRESSION TEST
 60 MINUTES

GROWTH HORMONE SUPPRESSION TEST, 120 MINUTES
 GROWTH HORMONE SUPPRESSION TEST
 120 MINUTES

GROWTH HORMONE SUPPRESSION TEST,  POST GLUCOSE LOAD (30 MIN)
 GROWTH HORMONE SUPPRESSION TEST
  POST GLUCOSE LOAD (30 MIN)"
"Hemoglobin, Total And Differential Leucocyte Counts With Esr(hb, Tlc, Dlc & Esr)",hemoglobin-total-and-differential-leucocyte-counts-with-esrhb-tlc-dlc-esr,1246,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,500.0,Blood,"TOTAL LEUCOCYTE COUNT (TLC)
 TOTAL LEUCOCYTE COUNT (TLC)

HEMOGLOBIN
 HAEMOGLOBIN

DIFFERENTIAL LEUCOCYTIC COUNT (DLC)
 ATYPICAL CELLS
BANDS
BASOPHILS
BLASTS
CORRECTED TLC
DIFFERENTIAL LEUCOCYTIC COUNT (DLC)
EOSINOPHILS
LYMPHOCYTES
META-MYELOCYTE
MONOCYTES
MYELOCYTES
NEUTROPHILS
NRBC s/100 WBC
PRO-MYELOCYTES
PROLYMPHOCYTES

ERYTHROCYTE SEDIMENTATION RATE (ESR)
 ERYTHROCYTE SEDIMENTATION RATE (ESR)"
Executive Pack-i,executive-packi,1247,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,2950.0,Blood,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

URIC ACID - SERUM
 URIC ACID"
Executive Pack -ii Diabetic Check Up,executive-pack-ii-diabetic-check-up,1251,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,1700.0,Blood,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN"
Preventive Cardiology Pack,preventive-cardiology-pack,1252,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,4400.0,Blood,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

ELECTROLYTES - SERUM
 CHLORIDE
POTASSIUM
SODIUM

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL

HS-CRP (HIGH SENSITIVITY C-REACTIVE PROTEIN)
 HS-CRP (HIGH SENSITIVITY C-REACTIVE PROTEIN)

HOMOCYSTEINE - SERUM / PLASMA
 HOMOCYSTEINE"
Basic Pack - Iii Cardiac Check Up,basic-pack-iii-cardiac-check-up,1253,Speak to our customer care,Speak to our customer care,Home Collection Available,1400.0,Speak to our customer care,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

THYROID STIMULATING HORMONE (TSH), SERUM
 THYROID STIMULATING HORMONE (TSH)

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL"
Executive Pack -iii Cardiac Check Up,executive-pack-iii-cardiac-check-up,1254,Any special preparation for the test is not required,Speak to our customer care,Home Collection Available,3200.0,Blood,"GLUCOSE, FASTING
 GLUCOSE
 FASTING

GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)
 GLUCOSE
 POST PRANDIAL (PP)
 2 HOURS

UREA - SERUM
 UREA

CREATININE, SERUM
 CREATININE

LIPID PROFILE
 CHOL / HDL RATIO
HDL CHOLESTEROL
LDL CHOLESTEROL
NON-HDL CHOLESTEROL
TOTAL CHOLESTEROL
TRIGLYCERIDES
VLDL CHOLESTEROL

BLOOD GROUP ABO AND RH FACTOR
 A Cells
Anti A
Anti B
Anti D
B Cells
BLOOD GROUP TYPE
Forward Grouping
O Cells
Reverse Grouping
Rh TYPE

HBA1C, GLYCATED HEMOGLOBIN
 ESTIMATED AVERAGE GLUCOSE (eAG)
HBA1C
 GLYCATED HEMOGLOBIN

ELECTROLYTES - SERUM
 CHLORIDE
POTASSIUM
SODIUM

THYROID PROFILE (TOTAL T3, TOTAL T4, TSH)
 THYROID STIMULATING HORMONE (TSH)
THYROXINE (T4
 TOTAL)
TRI-IODOTHYRONINE (T3
 TOTAL)
ULTRA SENSITIVE TSH

LIVER FUNCTION TEST (LFT) WITH GGT
 A/G RATIO
ALANINE AMINOTRANSFERASE (ALT/SGPT)
ALBUMIN
ALKALINE PHOSPHATASE
ASPARTATE AMINOTRANSFERASE (AST/SGOT)
BILIRUBIN (INDIRECT)
BILIRUBIN CONJUGATED (DIRECT)
BILIRUBIN
 TOTAL
GAMMA GLUTAMYL TRANSPEPTIDASE (GGT)
GLOBULIN
PROTEIN
 TOTAL"
Phospholipid Syndrome Panel I,phospholipid-syndrome-panel-i,1256,Speak to our customer care,Speak to our customer care,Home Collection Available,4000.0,Speak to our customer care,"ANTI CARDIOLIPIN ANTIBODY PANEL (IGA+IGG+IGM) (ELISA METHOD)
 ANTI CARDIOLIPIN ANTIBODY IgA
ANTI CARDIOLIPIN ANTIBODY IgG
ANTI CARDIOLIPIN ANTIBODY IgM

ANTI PHOSPHOLIPID ANTIBODY IgG
 ANTI PHOSPHOLIPID ANTIBODY IgG

ANTI PHOSPHOLIPID ANTIBODY IgM
 ANTI PHOSPHOLIPID ANTIBODY IgM

LUPUS ANTICOAGULANT BY DRVVT
 DRVV CONFIRM (CONTROL)
DRVV CONFIRM (TEST)
DRVV CONFIRM TIME
DRVV SCREEN (TEST)
DRVV SCREEN TIME
DRVV SCREEN/DRVV CONFIRM RATIO
DRVV SREEN (CONTROL)
LUPUS ANTICOAGULANT
MIXING STUDIES
PTT (CONTROL)
PTT (TEST)
PTT (TEST+CONTROL 1:1)"
Hhh,hhh,1342,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,1200.0,Blood,"HIV RAPID
 HIV RAPID

HBS AG SCREENING(RAPID)
 HBS AG SCREENING(RAPID)

HCV Tri Dot
 HCV Tri Dot"
Apla Profile,apla-profile,1345,No special preparation is required for the test.,Speak to our customer care,Home Collection Available,4650.0,Blood,"ANTI PHOSPHOLIPID ANTIBODY IGG AND IGM
 ANTI PHOSPHOLIPID ANTIBODY IgG
ANTI PHOSPHOLIPID ANTIBODY IgM

ANTI CARDIOLIPIN AB IGG AND IGM
 ANTI CARDIOLIPIN ANTIBODY IgG
ANTI CARDIOLIPIN ANTIBODY IgM

ANTI CARDIOLIPIN ANTIBODY IgA - SERUM
 ANTI CARDIOLIPIN ANTIBODY IgA

LUPUS ANTICOAGULANT BY DRVVT
 DRVV CONFIRM (CONTROL)
DRVV CONFIRM (TEST)
DRVV CONFIRM TIME
DRVV SCREEN (TEST)
DRVV SCREEN TIME
DRVV SCREEN/DRVV CONFIRM RATIO
DRVV SREEN (CONTROL)
LUPUS ANTICOAGULANT
MIXING STUDIES
PTT (CONTROL)
PTT (TEST)
PTT (TEST+CONTROL 1:1)"
